,age,annualincome,calldroprate,callfailurerate,callingnum,customerid,customersuspended,education,gender,homeowner,maritalstatus,monthlybilledamount,noadditionallines,numberofcomplaints,numberofmonthunpaid,numdayscontractequipmentplanexpiring,occupation,penaltytoswitch,state,totalminsusedinlastmonth,unpaidbalance,usesinternetservice,usesvoiceservice,percentagecalloutsidenetwork,totalcallduration,avgcallduration,churn,year,month
1174,61,134034,0.07,0.0,4251039680,542,Yes,Master or equivalent,Female,Yes,Married,56,\N,3,6,77,Others,337,NY,197,48,No,No,0.46,3159,631,0,2015,2
1175,24,244934,0.05,0.0,4251070843,543,Yes,Master or equivalent,Male,Yes,Single,113,\N,1,3,95,Technology Related Job,10,ND,394,63,No,No,0.92,2571,857,0,2015,1
1176,24,244934,0.05,0.0,4251070843,543,Yes,Master or equivalent,Male,Yes,Single,113,\N,1,3,95,Technology Related Job,10,ND,394,63,No,No,0.92,3715,619,0,2015,2
1177,40,242963,0.07,0.02,4251073629,544,Yes,High School or below,Male,Yes,Married,1,\N,3,1,35,Others,370,WY,397,173,No,No,0.13,2107,351,0,2015,1
1178,40,242963,0.07,0.02,4251073629,544,Yes,High School or below,Male,Yes,Married,1,\N,3,1,35,Others,370,WY,397,173,No,No,0.13,1986,662,0,2015,2
1179,70,103863,0.05,0.02,4251062647,545,Yes,High School or below,Female,Yes,Married,59,\N,0,6,54,Technology Related Job,42,AK,94,188,No,No,0.58,4475,745,0,2015,1
1180,70,103863,0.05,0.02,4251062647,545,Yes,High School or below,Female,Yes,Married,59,\N,0,6,54,Technology Related Job,42,AK,94,188,No,No,0.58,3764,752,0,2015,2
1181,18,101892,0.07,0.0,4251018572,546,Yes,High School or below,Male,Yes,Single,66,\N,3,4,94,Technology Related Job,402,ME,98,48,No,Yes,0.79,680,680,0,2015,1
1182,18,101892,0.07,0.0,4251018572,546,Yes,High School or below,Male,Yes,Single,66,\N,3,4,94,Technology Related Job,402,ME,98,48,No,Yes,0.79,7753,861,0,2015,2
1183,48,212793,0.06,0.0,4251063719,547,Yes,High School or below,Female,Yes,Single,4,\N,0,1,13,Technology Related Job,75,MA,295,63,No,No,0.25,3736,747,0,2015,1
1184,48,212793,0.06,0.0,4251063719,547,Yes,High School or below,Female,Yes,Single,4,\N,0,1,13,Technology Related Job,75,MA,295,63,No,No,0.25,3046,609,0,2015,2
1185,64,210822,0.0,0.02,4251096575,548,Yes,Bachelor or equivalent,Female,Yes,Single,12,\N,3,7,53,Technology Related Job,435,PA,298,173,No,No,0.46,1745,436,0,2015,1
1186,64,210822,0.0,0.02,4251096575,548,Yes,Bachelor or equivalent,Female,Yes,Single,12,\N,3,7,53,Technology Related Job,435,PA,298,173,No,No,0.46,5039,559,0,2015,2
1187,27,71722,0.06,0.02,4251088613,549,Yes,Bachelor or equivalent,Male,No,Single,70,\N,0,5,72,Technology Related Job,107,SC,495,188,No,No,0.92,1409,352,0,2015,1
1188,27,71722,0.06,0.02,4251088613,549,Yes,Bachelor or equivalent,Male,No,Single,70,\N,0,5,72,Technology Related Job,107,SC,495,188,No,No,0.92,3734,933,0,2015,2
1189,42,69751,0.0,0.0,4251011551,550,Yes,Bachelor or equivalent,Female,No,Married,77,\N,2,2,12,Technology Related Job,467,CO,498,48,No,No,0.13,2325,775,0,2015,1
1190,42,69751,0.0,0.0,4251011551,550,Yes,Bachelor or equivalent,Female,No,Married,77,\N,2,2,12,Technology Related Job,467,CO,498,48,No,No,0.13,8179,743,0,2015,2
1191,73,180651,0.06,0.0,4251030315,551,Yes,Master or equivalent,Female,Yes,Married,15,\N,3,0,31,Technology Related Job,140,DE,195,63,No,No,0.58,2603,650,0,2015,1
1192,73,180651,0.06,0.0,4251030315,551,Yes,Master or equivalent,Female,Yes,Married,15,\N,3,0,31,Technology Related Job,140,DE,195,63,No,No,0.58,2059,686,0,2015,2
1193,73,180651,0.06,0.0,4251030315,551,Yes,Master or equivalent,Female,Yes,Married,15,\N,3,0,31,Technology Related Job,140,DE,195,63,No,No,0.58,1092,1092,0,2015,3
1194,21,178680,0.0,0.02,4251083256,552,Yes,High School or below,Male,Yes,Single,23,\N,2,5,71,Technology Related Job,0,MO,198,173,No,No,0.79,1722,574,0,2015,1
1195,21,178680,0.0,0.02,4251083256,552,Yes,High School or below,Male,Yes,Single,23,\N,2,5,71,Technology Related Job,0,MO,198,173,No,No,0.79,2913,728,0,2015,2
1196,21,178680,0.0,0.02,4251083256,552,Yes,High School or below,Male,Yes,Single,23,\N,2,5,71,Technology Related Job,0,MO,198,173,No,No,0.79,791,791,0,2015,3
1197,51,39581,0.06,0.02,4251013880,553,Yes,High School or below,Female,Yes,Married,80,\N,3,3,90,Technology Related Job,172,NE,395,188,No,No,0.25,6404,1067,0,2015,1
1198,51,39581,0.06,0.02,4251013880,553,Yes,High School or below,Female,Yes,Married,80,\N,3,3,90,Technology Related Job,172,NE,395,188,No,No,0.25,5080,725,0,2015,2
1199,67,37610,0.0,0.0,4251079237,554,Yes,High School or below,Female,Yes,Single,88,\N,2,0,30,Technology Related Job,32,UT,399,48,No,No,0.46,2682,536,0,2015,1
1200,67,37610,0.0,0.0,4251079237,554,Yes,High School or below,Female,Yes,Single,88,\N,2,0,30,Technology Related Job,32,UT,399,48,No,No,0.46,2983,745,0,2015,2
1201,29,148510,0.07,0.0,4251035832,555,Yes,High School or below,Male,No,Single,26,\N,3,6,49,Technology Related Job,205,VA,96,63,No,No,0.92,3049,609,0,2015,1
1202,29,148510,0.07,0.0,4251035832,555,Yes,High School or below,Male,No,Single,26,\N,3,6,49,Technology Related Job,205,VA,96,63,No,No,0.92,3195,456,0,2015,2
1203,29,148510,0.07,0.0,4251035832,555,Yes,High School or below,Male,No,Single,26,\N,3,6,49,Technology Related Job,205,VA,96,63,No,No,0.92,132,132,0,2015,3
1204,45,146539,0.01,0.02,4251040583,556,Yes,High School or below,Female,Yes,Married,33,\N,1,3,89,Technology Related Job,65,ID,99,173,Yes,No,0.13,3270,654,0,2015,1
1205,45,146539,0.01,0.02,4251040583,556,Yes,High School or below,Female,Yes,Married,33,\N,1,3,89,Technology Related Job,65,ID,99,173,Yes,No,0.13,1499,749,0,2015,2
1206,76,7440,0.07,0.02,4251020322,557,Yes,Bachelor or equivalent,Male,Yes,Married,91,\N,3,1,8,Technology Related Job,237,IN,296,188,No,No,0.59,2117,529,1,2015,1
1207,76,7440,0.07,0.02,4251020322,557,Yes,Bachelor or equivalent,Male,Yes,Married,91,\N,3,1,8,Technology Related Job,237,IN,296,188,No,No,0.59,1397,698,1,2015,2
1208,23,5468,0.01,0.0,4251096536,558,No,Bachelor or equivalent,Male,Yes,Married,99,\N,1,6,48,Technology Related Job,98,NM,299,48,No,No,0.8,1857,309,1,2015,1
1209,23,5468,0.01,0.0,4251096536,558,No,Bachelor or equivalent,Male,Yes,Married,99,\N,1,6,48,Technology Related Job,98,NM,299,48,No,No,0.8,1769,884,1,2015,2
1210,54,116369,0.07,0.0,4251037127,559,Yes,Bachelor or equivalent,Female,Yes,Married,37,\N,2,4,66,Technology Related Job,270,NC,496,63,No,Yes,0.25,2422,484,0,2015,1
1211,54,116369,0.07,0.0,4251037127,559,Yes,Bachelor or equivalent,Female,Yes,Married,37,\N,2,4,66,Technology Related Job,270,NC,496,63,No,Yes,0.25,916,229,0,2015,2
1212,70,114398,0.01,0.02,4251070807,560,Yes,PhD or equivalent,Female,Yes,Single,44,\N,1,1,7,Technology Related Job,130,WY,0,173,No,No,0.46,1980,495,0,2015,1
1213,70,114398,0.01,0.02,4251070807,560,Yes,PhD or equivalent,Female,Yes,Single,44,\N,1,1,7,Technology Related Job,130,WY,0,173,No,No,0.46,2278,759,0,2015,2
1214,32,225298,0.07,0.02,4251076565,561,Yes,High School or below,Male,Yes,Single,102,\N,2,7,25,Technology Related Job,303,AK,197,188,No,No,0.92,4565,570,0,2015,1
1215,32,225298,0.07,0.02,4251076565,561,Yes,High School or below,Male,Yes,Single,102,\N,2,7,25,Technology Related Job,303,AK,197,188,No,No,0.92,3064,766,0,2015,2
1216,48,223327,0.01,0.0,4251069723,562,Yes,High School or below,Female,Yes,Married,109,\N,1,4,66,Technology Related Job,163,LA,200,48,No,No,0.13,4465,637,0,2015,1
1217,48,223327,0.01,0.0,4251069723,562,Yes,High School or below,Female,Yes,Married,109,\N,1,4,66,Technology Related Job,163,LA,200,48,No,No,0.13,1529,382,0,2015,2
1218,78,84228,0.0,0.0,4251013763,563,Yes,High School or below,Male,Yes,Single,47,\N,2,2,84,Technology Related Job,335,MD,397,63,No,No,0.59,4217,702,0,2015,1
1219,78,84228,0.0,0.0,4251013763,563,Yes,High School or below,Male,Yes,Single,47,\N,2,2,84,Technology Related Job,335,MD,397,63,No,No,0.59,2947,421,0,2015,2
1220,26,82257,0.02,0.02,4251056746,564,Yes,High School or below,Male,No,Married,55,\N,0,7,25,Technology Related Job,195,OR,400,173,No,No,0.8,1996,665,0,2015,1
1221,26,82257,0.02,0.02,4251056746,564,Yes,High School or below,Male,No,Married,55,\N,0,7,25,Technology Related Job,195,OR,400,173,No,No,0.8,2302,575,0,2015,2
1222,57,193157,0.0,0.02,4251031026,565,Yes,High School or below,Female,Yes,Married,113,\N,2,5,43,Technology Related Job,368,RI,97,188,No,No,0.25,5070,633,0,2015,1
1223,57,193157,0.0,0.02,4251031026,565,Yes,High School or below,Female,Yes,Married,113,\N,2,5,43,Technology Related Job,368,RI,97,188,No,No,0.25,4618,577,0,2015,2
1224,73,191186,0.02,0.0,4251063080,566,Yes,Bachelor or equivalent,Female,Yes,Single,0,\N,0,3,84,Technology Related Job,228,CO,101,48,No,No,0.46,5275,1318,0,2015,1
1225,73,191186,0.02,0.0,4251063080,566,Yes,Bachelor or equivalent,Female,Yes,Single,0,\N,0,3,84,Technology Related Job,228,CO,101,48,No,No,0.46,2299,766,0,2015,2
1226,35,52086,0.0,0.0,4251014847,567,Yes,Bachelor or equivalent,Male,Yes,Single,58,\N,1,0,2,Non-technology Related Job,400,DE,298,63,No,No,0.92,2691,672,0,2015,1
1227,35,52086,0.0,0.0,4251014847,567,Yes,Bachelor or equivalent,Male,Yes,Single,58,\N,1,0,2,Non-technology Related Job,400,DE,298,63,No,No,0.92,3835,767,0,2015,2
1228,51,50115,0.02,0.02,4251097474,568,Yes,Master or equivalent,Female,Yes,Single,66,\N,0,6,43,Technology Related Job,260,MS,301,173,No,Yes,0.13,2920,730,0,2015,1
1229,51,50115,0.02,0.02,4251097474,568,Yes,Master or equivalent,Female,Yes,Single,66,\N,0,6,43,Technology Related Job,260,MS,301,173,No,Yes,0.13,2468,617,0,2015,2
1230,13,161016,0.0,0.02,4251057104,569,Yes,PhD or equivalent,Male,No,Single,4,\N,1,3,61,Non-technology Related Job,433,MT,498,188,No,No,0.59,5422,903,0,2015,1
1231,13,161016,0.0,0.02,4251057104,569,Yes,PhD or equivalent,Male,No,Single,4,\N,1,3,61,Non-technology Related Job,433,MT,498,188,No,No,0.59,4181,1045,0,2015,2
1232,29,159045,0.02,0.0,4251042034,570,Yes,High School or below,Male,Yes,Married,11,\N,0,1,2,Technology Related Job,293,TX,1,48,No,No,0.8,4146,691,0,2015,1
1233,29,159045,0.02,0.0,4251042034,570,Yes,High School or below,Male,Yes,Married,11,\N,0,1,2,Technology Related Job,293,TX,1,48,No,No,0.8,2600,866,0,2015,2
1234,59,19945,0.01,0.0,4251090908,571,Yes,High School or below,Female,Yes,Married,69,\N,1,6,20,Non-technology Related Job,465,VT,198,63,No,No,0.25,3111,777,0,2015,1
1235,59,19945,0.01,0.0,4251090908,571,Yes,High School or below,Female,Yes,Married,69,\N,1,6,20,Non-technology Related Job,465,VT,198,63,No,No,0.25,4155,831,0,2015,2
1236,59,19945,0.01,0.0,4251090908,571,Yes,High School or below,Female,Yes,Married,69,\N,1,6,20,Non-technology Related Job,465,VT,198,63,No,No,0.25,961,480,0,2015,3
1237,75,17974,0.03,0.02,4251051812,572,Yes,High School or below,Female,Yes,Single,76,\N,3,4,61,Technology Related Job,325,ID,202,173,No,No,0.47,4886,698,0,2015,1
1238,75,17974,0.03,0.02,4251051812,572,Yes,High School or below,Female,Yes,Single,76,\N,3,4,61,Technology Related Job,325,ID,202,173,No,No,0.47,5705,713,0,2015,2
1239,75,17974,0.03,0.02,4251051812,572,Yes,High School or below,Female,Yes,Single,76,\N,3,4,61,Technology Related Job,325,ID,202,173,No,No,0.47,1005,1005,0,2015,3
1240,38,128874,0.01,0.02,4251013896,573,Yes,High School or below,Male,Yes,Single,14,\N,0,1,79,Non-technology Related Job,498,IN,398,188,Yes,No,0.92,2999,499,0,2015,1
1241,38,128874,0.01,0.02,4251013896,573,Yes,High School or below,Male,Yes,Single,14,\N,0,1,79,Non-technology Related Job,498,IN,398,188,Yes,No,0.92,2126,425,0,2015,2
1242,38,128874,0.01,0.02,4251013896,573,Yes,High School or below,Male,Yes,Single,14,\N,0,1,79,Non-technology Related Job,498,IN,398,188,Yes,No,0.92,1183,1183,0,2015,3
1243,54,126903,0.03,0.0,4251047307,574,Yes,Bachelor or equivalent,Female,Yes,Single,22,\N,3,7,19,Technology Related Job,358,NM,402,48,No,No,0.13,4966,827,0,2015,1
1244,54,126903,0.03,0.0,4251047307,574,Yes,Bachelor or equivalent,Female,Yes,Single,22,\N,3,7,19,Technology Related Job,358,NM,402,48,No,No,0.13,2852,950,0,2015,2
1245,16,237804,0.01,0.0,4251057937,575,Yes,Bachelor or equivalent,Male,Yes,Single,80,\N,0,4,38,Non-technology Related Job,30,NY,99,63,No,No,0.59,5282,880,0,2015,1
1246,16,237804,0.01,0.0,4251057937,575,Yes,Bachelor or equivalent,Male,Yes,Single,80,\N,0,4,38,Non-technology Related Job,30,NY,99,63,No,No,0.59,3501,875,0,2015,2
1247,32,235833,0.03,0.02,4251027791,576,Yes,Master or equivalent,Male,Yes,Married,87,\N,3,2,78,Technology Related Job,391,WI,102,173,No,No,0.8,2056,1028,0,2015,1
1248,32,235833,0.03,0.02,4251027791,576,Yes,Master or equivalent,Male,Yes,Married,87,\N,3,2,78,Technology Related Job,391,WI,102,173,No,No,0.8,2588,647,0,2015,2
1249,62,96733,0.01,0.02,4251075310,577,Yes,Master or equivalent,Female,Yes,Married,25,\N,0,0,97,Non-technology Related Job,63,AL,299,188,No,No,0.26,2004,668,0,2015,1
1250,62,96733,0.01,0.02,4251075310,577,Yes,Master or equivalent,Female,Yes,Married,25,\N,0,0,97,Non-technology Related Job,63,AL,299,188,No,No,0.26,2166,722,0,2015,2
1251,78,94762,0.03,0.0,4251024318,578,Yes,High School or below,Female,No,Married,33,\N,2,5,37,Technology Related Job,423,LA,302,48,No,No,0.47,3276,655,0,2015,1
1252,78,94762,0.03,0.0,4251024318,578,Yes,High School or below,Female,No,Married,33,\N,2,5,37,Technology Related Job,423,LA,302,48,No,No,0.47,3637,606,0,2015,2
1253,41,205663,0.02,0.0,4251062169,579,Yes,High School or below,Male,Yes,Married,90,\N,0,3,56,Non-technology Related Job,96,MD,499,63,No,No,0.92,5990,665,0,2015,1
1254,41,205663,0.02,0.0,4251062169,579,Yes,High School or below,Male,Yes,Married,90,\N,0,3,56,Non-technology Related Job,96,MD,499,63,No,No,0.92,1664,554,0,2015,2
1255,41,205663,0.02,0.0,4251062169,579,Yes,High School or below,Male,Yes,Married,90,\N,0,3,56,Non-technology Related Job,96,MD,499,63,No,No,0.92,327,327,0,2015,3
1256,56,203692,0.04,0.02,4251077492,580,Yes,High School or below,Female,Yes,Single,98,\N,2,0,96,Technology Related Job,456,OR,3,173,No,No,0.13,6370,796,0,2015,1
1257,56,203692,0.04,0.02,4251077492,580,Yes,High School or below,Female,Yes,Single,98,\N,2,0,96,Technology Related Job,456,OR,3,173,No,No,0.13,1213,404,0,2015,2
1258,19,64592,0.02,0.02,4251041880,581,Yes,High School or below,Male,Yes,Single,36,\N,3,6,15,Non-technology Related Job,128,PA,200,188,No,Yes,0.59,3410,426,0,2015,1
1259,19,64592,0.02,0.02,4251041880,581,Yes,High School or below,Male,Yes,Single,36,\N,3,6,15,Non-technology Related Job,128,PA,200,188,No,Yes,0.59,7414,823,0,2015,2
1260,19,64592,0.02,0.02,4251041880,581,Yes,High School or below,Male,Yes,Single,36,\N,3,6,15,Non-technology Related Job,128,PA,200,188,No,Yes,0.59,254,254,0,2015,3
1261,35,62621,0.04,0.0,4251022468,582,Yes,Bachelor or equivalent,Male,Yes,Married,43,\N,2,3,55,Technology Related Job,488,CA,203,48,No,No,0.8,6079,552,0,2015,1
1262,35,62621,0.04,0.0,4251022468,582,Yes,Bachelor or equivalent,Male,Yes,Married,43,\N,2,3,55,Technology Related Job,488,CA,203,48,No,No,0.8,3484,871,0,2015,2
1263,65,173521,0.02,0.0,4251075966,583,Yes,Bachelor or equivalent,Female,No,Married,101,\N,3,1,74,Non-technology Related Job,161,CT,400,63,No,No,0.26,4836,806,0,2015,1
1264,65,173521,0.02,0.0,4251075966,583,Yes,Bachelor or equivalent,Female,No,Married,101,\N,3,1,74,Non-technology Related Job,161,CT,400,63,No,No,0.26,2609,652,0,2015,2
1265,13,171550,0.04,0.02,4251010448,584,Yes,Master or equivalent,Male,Yes,Married,109,\N,2,6,14,Technology Related Job,21,MS,403,173,No,No,0.47,2167,722,0,2015,1
1266,13,171550,0.04,0.02,4251010448,584,Yes,Master or equivalent,Male,Yes,Married,109,\N,2,6,14,Technology Related Job,21,MS,403,173,No,No,0.47,2008,502,0,2015,2
1267,43,32451,0.02,0.02,4251081904,585,Yes,Master or equivalent,Female,Yes,Married,47,\N,3,4,33,Non-technology Related Job,193,MT,100,188,No,No,0.92,3619,904,0,2015,1
1268,43,32451,0.02,0.02,4251081904,585,Yes,Master or equivalent,Female,Yes,Married,47,\N,3,4,33,Non-technology Related Job,193,MT,100,188,No,No,0.92,4401,628,0,2015,2
1269,59,30480,0.04,0.0,4251038529,586,Yes,High School or below,Female,Yes,Single,54,\N,1,1,73,Technology Related Job,53,TX,104,48,No,No,0.14,6710,1118,0,2015,1
1270,59,30480,0.04,0.0,4251038529,586,Yes,High School or below,Female,Yes,Single,54,\N,1,1,73,Technology Related Job,53,TX,104,48,No,No,0.14,5297,756,0,2015,2
1271,22,141380,0.03,0.0,4251035297,587,Yes,High School or below,Male,Yes,Single,112,\N,3,7,92,Non-technology Related Job,226,UT,301,63,No,No,0.59,3884,971,0,2015,1
1272,22,141380,0.03,0.0,4251035297,587,Yes,High School or below,Male,Yes,Single,112,\N,3,7,92,Non-technology Related Job,226,UT,301,63,No,No,0.59,3208,641,0,2015,2
1273,37,139409,0.05,0.02,4251093918,588,Yes,High School or below,Male,Yes,Married,119,\N,1,4,32,Technology Related Job,86,HI,304,173,No,No,0.8,3271,654,1,2015,1
1274,37,139409,0.05,0.02,4251093918,588,Yes,High School or below,Male,Yes,Married,119,\N,1,4,32,Technology Related Job,86,HI,304,173,No,No,0.8,3588,717,1,2015,2
1275,68,309,0.03,0.02,4251059742,589,Yes,High School or below,Female,Yes,Single,57,\N,2,2,50,Non-technology Related Job,258,IL,1,188,No,No,0.26,4173,695,0,2015,1
1276,68,309,0.03,0.02,4251059742,589,Yes,High School or below,Female,Yes,Single,57,\N,2,2,50,Non-technology Related Job,258,IL,1,188,No,No,0.26,3652,913,0,2015,2
1277,16,248338,0.05,0.0,4251056521,590,Yes,Bachelor or equivalent,Male,Yes,Married,65,\N,1,7,91,Technology Related Job,118,NJ,4,48,No,Yes,0.47,3275,818,0,2015,1
1278,16,248338,0.05,0.0,4251056521,590,Yes,Bachelor or equivalent,Male,Yes,Married,65,\N,1,7,91,Technology Related Job,118,NJ,4,48,No,Yes,0.47,759,379,0,2015,2
1279,46,109239,0.03,0.0,4251030592,591,Yes,Bachelor or equivalent,Female,Yes,Married,3,\N,2,5,9,Non-technology Related Job,291,NY,201,63,No,No,0.93,6104,872,0,2015,1
1280,46,109239,0.03,0.0,4251030592,591,Yes,Bachelor or equivalent,Female,Yes,Married,3,\N,2,5,9,Non-technology Related Job,291,NY,201,63,No,No,0.93,3522,1174,0,2015,2
1281,46,109239,0.03,0.0,4251030592,591,Yes,Bachelor or equivalent,Female,Yes,Married,3,\N,2,5,9,Non-technology Related Job,291,NY,201,63,No,No,0.93,529,529,0,2015,3
1282,62,107268,0.05,0.02,4251023191,592,Yes,Bachelor or equivalent,Female,No,Single,10,\N,0,2,50,Technology Related Job,151,WI,205,173,No,No,0.14,2936,587,0,2015,1
1283,62,107268,0.05,0.02,4251023191,592,Yes,Bachelor or equivalent,Female,No,Single,10,\N,0,2,50,Technology Related Job,151,WI,205,173,No,No,0.14,2904,580,0,2015,2
1284,24,218168,0.03,0.02,4251064528,593,Yes,Master or equivalent,Male,Yes,Single,68,\N,2,0,68,Non-technology Related Job,323,WY,402,188,No,No,0.59,1577,525,0,2015,1
1285,24,218168,0.03,0.02,4251064528,593,Yes,Master or equivalent,Male,Yes,Single,68,\N,2,0,68,Non-technology Related Job,323,WY,402,188,No,No,0.59,1886,628,0,2015,2
1286,40,216197,0.06,0.0,4251081082,594,Yes,PhD or equivalent,Male,Yes,Single,76,\N,0,6,9,Technology Related Job,184,KY,405,48,No,No,0.8,3435,687,0,2015,1
1287,40,216197,0.06,0.0,4251081082,594,Yes,PhD or equivalent,Male,Yes,Single,76,\N,0,6,9,Technology Related Job,184,KY,405,48,No,No,0.8,2724,908,0,2015,2
1288,71,77097,0.04,0.0,4251037105,595,Yes,High School or below,Female,Yes,Single,14,\N,1,3,27,Non-technology Related Job,356,ME,102,63,No,No,0.26,4956,826,0,2015,1
1289,71,77097,0.04,0.0,4251037105,595,Yes,High School or below,Female,Yes,Single,14,\N,1,3,27,Non-technology Related Job,356,ME,102,63,No,No,0.26,6905,690,0,2015,2
1290,19,75126,0.06,0.02,4251087707,596,Yes,High School or below,Male,Yes,Married,21,\N,0,1,68,Technology Related Job,216,OK,105,173,No,No,0.47,1930,386,1,2015,1
1291,19,75126,0.06,0.02,4251087707,596,Yes,High School or below,Male,Yes,Married,21,\N,0,1,68,Technology Related Job,216,OK,105,173,No,No,0.47,3797,632,1,2015,2
1292,49,186027,0.04,0.02,4251080076,597,Yes,High School or below,Female,No,Married,79,\N,1,6,86,Non-technology Related Job,389,PA,302,188,No,No,0.93,2057,342,0,2015,1
1293,49,186027,0.04,0.02,4251080076,597,Yes,High School or below,Female,No,Married,79,\N,1,6,86,Non-technology Related Job,389,PA,302,188,No,No,0.93,3854,770,0,2015,2
1294,65,184056,0.06,0.0,4251045583,598,Yes,High School or below,Female,No,Single,86,\N,0,4,27,Technology Related Job,249,CA,305,48,Yes,No,0.14,3866,966,0,2015,1
1295,65,184056,0.06,0.0,4251045583,598,Yes,High School or below,Female,No,Single,86,\N,0,4,27,Technology Related Job,249,CA,305,48,Yes,No,0.14,3316,829,0,2015,2
1296,27,44956,0.04,0.0,4251100289,599,Yes,Bachelor or equivalent,Male,Yes,Married,24,\N,1,1,45,Non-technology Related Job,421,CO,2,63,No,No,0.59,3685,614,0,2015,1
1297,27,44956,0.04,0.0,4251100289,599,Yes,Bachelor or equivalent,Male,Yes,Married,24,\N,1,1,45,Non-technology Related Job,421,CO,2,63,No,No,0.59,6434,804,0,2015,2
1298,43,42985,0.06,0.02,4251057648,600,Yes,Bachelor or equivalent,Male,Yes,Single,32,\N,3,7,86,Technology Related Job,281,MN,6,173,No,No,0.8,3011,752,0,2015,1
1299,43,42985,0.06,0.02,4251057648,600,Yes,Bachelor or equivalent,Male,Yes,Single,32,\N,3,7,86,Technology Related Job,281,MN,6,173,No,No,0.8,2043,681,0,2015,2
1300,73,153886,0.04,0.02,4251048755,601,Yes,Bachelor or equivalent,Female,Yes,Single,90,\N,1,4,4,Non-technology Related Job,454,MO,203,188,No,No,0.26,4664,518,0,2015,1
1301,73,153886,0.04,0.02,4251048755,601,Yes,Bachelor or equivalent,Female,Yes,Single,90,\N,1,4,4,Non-technology Related Job,454,MO,203,188,No,No,0.26,3285,657,0,2015,2
1302,21,151915,0.07,0.0,4251091395,602,Yes,Master or equivalent,Male,Yes,Married,97,\N,3,2,44,Technology Related Job,314,TN,206,48,No,No,0.47,1948,974,0,2015,1
1303,21,151915,0.07,0.0,4251091395,602,Yes,Master or equivalent,Male,Yes,Married,97,\N,3,2,44,Technology Related Job,314,TN,206,48,No,No,0.47,3488,872,0,2015,2
1304,21,151915,0.07,0.0,4251091395,602,Yes,Master or equivalent,Male,Yes,Married,97,\N,3,2,44,Technology Related Job,314,TN,206,48,No,No,0.47,1110,1110,0,2015,3
1305,52,12815,0.05,0.0,4251082252,603,Yes,PhD or equivalent,Female,Yes,Married,35,\N,0,7,63,Non-technology Related Job,486,UT,403,63,No,Yes,0.93,3039,759,0,2015,1
1306,52,12815,0.05,0.0,4251082252,603,Yes,PhD or equivalent,Female,Yes,Married,35,\N,0,7,63,Non-technology Related Job,486,UT,403,63,No,Yes,0.93,2964,592,0,2015,2
1307,68,10844,0.07,0.02,4251074040,604,No,High School or below,Female,Yes,Married,43,\N,3,5,3,Technology Related Job,346,HI,406,173,No,No,0.14,3571,892,0,2015,1
1308,68,10844,0.07,0.02,4251074040,604,No,High School or below,Female,Yes,Married,43,\N,3,5,3,Technology Related Job,346,HI,406,173,No,No,0.14,5279,879,0,2015,2
1309,30,121744,0.05,0.02,4251010745,605,Yes,High School or below,Male,Yes,Married,100,\N,0,3,22,Non-technology Related Job,19,ID,103,188,No,No,0.6,5472,547,0,2015,1
1310,30,121744,0.05,0.02,4251010745,605,Yes,High School or below,Male,Yes,Married,100,\N,0,3,22,Non-technology Related Job,19,ID,103,188,No,No,0.6,7564,945,0,2015,2
1311,46,119773,0.07,0.0,4251072528,606,Yes,High School or below,Male,No,Single,108,\N,3,0,62,Technology Related Job,379,NH,107,48,No,No,0.81,3706,529,0,2015,1
1312,46,119773,0.07,0.0,4251072528,606,Yes,High School or below,Male,No,Single,108,\N,3,0,62,Technology Related Job,379,NH,107,48,No,No,0.81,6652,739,0,2015,2
1313,76,230674,0.05,0.0,4251041018,607,Yes,High School or below,Female,Yes,Single,46,\N,0,6,81,Non-technology Related Job,51,NM,304,63,No,No,0.26,4451,890,0,2015,1
1314,76,230674,0.05,0.0,4251041018,607,Yes,High School or below,Female,Yes,Single,46,\N,0,6,81,Non-technology Related Job,51,NM,304,63,No,No,0.26,3612,516,0,2015,2
1315,24,228703,0.07,0.02,4251071652,608,Yes,Bachelor or equivalent,Male,Yes,Married,53,\N,2,3,21,Technology Related Job,412,WV,307,173,No,No,0.47,2514,628,1,2015,1
1316,24,228703,0.07,0.02,4251071652,608,Yes,Bachelor or equivalent,Male,Yes,Married,53,\N,2,3,21,Technology Related Job,412,WV,307,173,No,No,0.47,4160,832,1,2015,2
1317,24,228703,0.07,0.02,4251071652,608,Yes,Bachelor or equivalent,Male,Yes,Married,53,\N,2,3,21,Technology Related Job,412,WV,307,173,No,No,0.47,531,531,1,2015,3
1318,54,89603,0.06,0.02,4251044217,609,Yes,Bachelor or equivalent,Female,Yes,Single,111,\N,0,1,40,Non-technology Related Job,84,WY,4,187,No,No,0.93,3362,672,0,2015,1
1319,54,89603,0.06,0.02,4251044217,609,Yes,Bachelor or equivalent,Female,Yes,Single,111,\N,0,1,40,Non-technology Related Job,84,WY,4,187,No,No,0.93,6519,931,0,2015,2
1320,70,87632,0.0,0.0,4251035184,610,Yes,Master or equivalent,Female,Yes,Married,119,\N,2,6,80,Technology Related Job,444,KY,7,47,No,No,0.14,3255,651,0,2015,1
1321,70,87632,0.0,0.0,4251035184,610,Yes,Master or equivalent,Female,Yes,Married,119,\N,2,6,80,Technology Related Job,444,KY,7,47,No,No,0.14,4727,675,0,2015,2
